surrogate_key,video_id,video_title,duration_seconds,published_date,effective_from,effective_to,is_current,source_system
58beecc8-4a92-4795-be52-617870947ed2,2RWwN5ZT4tA,Should  @Luke Barousse Take This Data Analyst Job? (Funny) #Shorts,38,2022-01-14,2025-11-11 05:42:31.833588 UTC,,true,bronze
51937fa2-d23f-4f6f-9d80-2bb1be8390be,LGEuDWjWQes,Applying Data Science To My YouTube Data: My Surprising Findings,114,2019-11-11,2025-11-11 05:42:31.833588 UTC,,true,bronze
e95e2155-d48e-4f05-a168-a8117dd5ca0c,8igH8qZafpo,3 Proven Data Science Projects for Beginners (Kaggle),160,2020-02-17,2025-11-11 05:42:31.833588 UTC,,true,bronze
30b1d52e-7c98-422a-8cfa-0d1296d3c912,AxP1CL0yaFQ,Should You Learn R for Data Science?,132,2019-04-25,2025-11-11 05:42:31.833588 UTC,,true,bronze
6389d819-83db-4615-a4f9-2960eedb6061,1UjMBw_7Gi8,Data Science: Startup vs. Large Corporation,133,2019-03-21,2025-11-11 05:42:31.833588 UTC,,true,bronze
00edc24e-64b3-40c1-85f9-bf7d844a401c,RAMxzqSMDKE,Reviewing Your Projects - Episode 16 (Project Review for Beginners),251,2020-08-17,2025-11-11 05:42:31.833588 UTC,,true,bronze
68b2804f-32db-47e8-aa8b-ee5d7db28c1e,WnB1jsDu900,Reviewing Your Data Science Projects - Episode 8 (College Student Help),203,2020-06-15,2025-11-11 05:42:31.833588 UTC,,true,bronze
61ae93f9-1396-4ed1-b241-0ef2e89cc802,DW55gaQ_Egk,Reviewing Your Data Science Projects - Episode 1 (Exploratory Analysis),217,2020-04-27,2025-11-11 05:42:31.833588 UTC,,true,bronze
cf07f2fa-879d-444b-a817-b6ebda1f8a27,mEZ1Hj5yQ-8,How to Build a Data Science Portfolio Website with Hugo & Github Pages [feat. Data Professor],295,2020-05-29,2025-11-11 05:42:31.833588 UTC,,true,bronze
ca08e80d-e2b2-4135-8ffd-1f3e688b2a7e,-3d1NctSv0c,"Ken Jee Q & A Live Stream (50,000 Sub Special!)",355,2020-06-20,2025-11-11 05:42:31.833588 UTC,,true,bronze
74b7d5b9-d657-4783-b1ad-4ee83385ae30,MpF9HENQjDo,Data Science Project from Scratch - Part 1 (Project Planning),136,2020-04-03,2025-11-11 05:42:31.833588 UTC,,true,bronze
5291e8d6-4f37-4299-9391-cfe7fa9b049f,-kX2b6TF_9k,By The Numbers: Where Should The NBA Put a 4 Point Line?,153,2019-10-21,2025-11-11 05:42:31.833588 UTC,,true,bronze
a85ea5da-aaff-4473-aedf-bf4ced650a78,1Ir1NgCuI0Y,Data Science Resume Round-Up With @Tina Huang  | Episode 3,264,2020-10-12,2025-11-11 05:42:31.833588 UTC,,true,bronze
833defb2-69d3-42cc-8edd-2d339d264b06,sICJ6a2wX5g,#66DaysOfData - 3 Reasons to Start!,30,2021-06-18,2025-11-11 05:42:31.833588 UTC,,true,bronze
cd01158f-375d-42e2-8ae6-11c55bbc83f9,domVw8isGOI,How I Chose My Masters Degree for Breaking into Data Science,204,2020-10-30,2025-11-11 05:42:31.833588 UTC,,true,bronze
2fd2c002-658b-4d38-ac0d-28517278952d,Z_KFh-HqaBA,I Wish I Had Known THIS Before Starting in Data Science,238,2019-05-14,2025-11-11 05:42:31.833588 UTC,,true,bronze
2841e3c1-9c04-443b-82d4-babb2a31742f,akbU9KOo_Qc,How to Stay Productive & Motivated When Learning Data Science,243,2019-09-29,2025-11-11 05:42:31.833588 UTC,,true,bronze
be3ec322-c5f8-4c95-985f-4de990bb59b7,5p73cIRYCZg,ProjectDemoCSC478_UFCFightData,64,2017-06-06,2025-11-11 05:42:31.833588 UTC,,true,bronze
82c3456d-ea82-4690-bb22-10b5056c201b,KU__lDJj5iU,How Data Science Projects Pay Off,166,2021-05-22,2025-11-11 05:42:31.833588 UTC,,true,bronze
11e79a4d-9ed0-4e3a-bb37-b5fe7b31f9e8,3BEtGaz70rQ,How Far Should the NBA 3-Point Line Actually Be?,200,2019-09-21,2025-11-11 05:42:31.833588 UTC,,true,bronze
04639fde-e8d7-4705-8557-e880af9bd893,143WWA5Sy9k,I Eat a Papaya Live on Stream (Plus Q&A for 150K Subs!),261,2021-07-16,2025-11-11 05:42:31.833588 UTC,,true,bronze
1159ded6-2c55-4ea7-aa81-f171ec86f30b,UKuK2fXu_dU,Why Data-Viz is so Darn Important (@Story by Data | Kate Strachnyi) - KNN EP. 16,365,2020-09-30,2025-11-11 05:42:31.833588 UTC,,true,bronze
f54bc8c3-dd1d-42fd-807e-777951b4554f,AqPquogHwq0,Where to Start Learning Data Science,131,2020-07-03,2025-11-11 05:42:31.833588 UTC,,true,bronze
3b47867a-5659-4484-ae29-a8452b2dae23,k4r_NtB4JVQ,Golf: Would You Rather Be the LONGEST or STRAIGHTEST Driver on the PGA Tour?,159,2019-11-25,2025-11-11 05:42:31.833588 UTC,,true,bronze
a70031e1-b16f-4a2b-9616-cb8de67ad3f7,2qVWurPFwfc,Is Data Science Dying?,192,2021-11-19,2025-11-11 05:42:31.833588 UTC,,true,bronze
84b0f56c-9ce8-4254-b150-719696263453,tG_UW_p0UqE,Is Spotify Shuffle Really Random? #Shorts,41,2021-07-21,2025-11-11 05:42:31.833588 UTC,,true,bronze
1cc8e852-8faf-4521-a2c6-2048104dcbf8,XTrlMQXYqts,Why You DON'T Want to be a WFH Data Scientist,122,2019-03-03,2025-11-11 05:42:31.833588 UTC,,true,bronze
e200829f-45dc-4d61-9d17-525a2bff123e,3Mm1U1CbzNw,Is Data Science Right For You?,126,2019-08-18,2025-11-11 05:42:31.833588 UTC,,true,bronze
8243998e-d4d5-4c7f-8fe9-dea52d6c8e9d,1Cf7SdnBncg,My Top 5 Data Science Internship Tips,213,2019-06-15,2025-11-11 05:42:31.833588 UTC,,true,bronze
de9d790b-c6e1-4e09-9d94-131378d5d10f,7O4dpR9QMIM,Data Science Project from Scratch  - Part 5 (Model Building),415,2020-04-13,2025-11-11 05:42:31.833588 UTC,,true,bronze
33346f9e-a8e8-4486-bb1f-c1afba8f6126,smeFkHwnM_k,Welcome To My Channel | Ken Jee | Data Science,28,2019-03-03,2025-11-11 05:42:31.833588 UTC,,true,bronze
c1b3ea65-84e9-403e-9818-7a9b3a94f7e5,BZFfNwj7JhE,Different Data Science Roles Explained (by a Data Scientist),101,2020-05-22,2025-11-11 05:42:31.833588 UTC,,true,bronze
7dae13cc-660d-4f5c-b5f4-7ffc4dd55b3c,WRF_dKZ_i24,Sh*t Data Scientists Say (Parody),81,2020-10-05,2025-11-11 05:42:31.833588 UTC,,true,bronze
c26c57f8-e3fc-4954-bce8-438a077d3817,m5pwx3hgtzM,3 Reasons You Should NOT Become a Data Scientist,171,2019-12-16,2025-11-11 05:42:31.833588 UTC,,true,bronze
11f953b8-4c94-4763-83ad-563559453353,KEBVcVwFzaI,Reviewing Your Data Science Projects - Episode 15 (Quant Finance),242,2020-08-10,2025-11-11 05:42:31.833588 UTC,,true,bronze
8c04a269-98ad-46fc-a36d-d538011eb7ee,8Vxjp2KVHqs,Reviewing Your Data Science Projects - Episode 21(The Cleanest Portfolio),247,2020-09-21,2025-11-11 05:42:31.833588 UTC,,true,bronze
133459e4-8f2b-4641-be0b-f045a5b390db,EAezvs0eL1s,Data Science Fundamentals: Linear Regression,292,2019-11-29,2025-11-11 05:42:31.833588 UTC,,true,bronze
b22739cf-0126-49be-9e3a-3bb683f69658,KfpOuSH9gDc,Kaggle vs Github - Which is Best for Your Data Science Portfolio?,163,2021-06-25,2025-11-11 05:42:31.833588 UTC,,true,bronze
23a0c5f3-1921-47ad-bbfc-154c7c827938,hpMc6TgT34I,The 5 Stages of Learning Data Science,213,2020-03-13,2025-11-11 05:42:31.833588 UTC,,true,bronze
225a7318-93a8-461b-8a33-be0977f53b3d,qfRhKHV8-t4,Predicting Crypto-Currency Price Using RNN lSTM & GRU,105,2017-11-18,2025-11-11 05:42:31.833588 UTC,,true,bronze
1b095d35-89b9-45a0-8114-2b06a0fca889,0jTtHYie3CU,Should You Be Excited About Web 3? (As a Data Scientist),158,2022-01-17,2025-11-11 05:42:31.833588 UTC,,true,bronze
e5117d7f-c21e-4171-88f8-ec86e9d0c804,_CS4u9cORwA,Was Captain Marvel Bad? A Sentiment Analysis of Twitter Data,170,2019-03-09,2025-11-11 05:42:31.833588 UTC,,true,bronze
8e5ef405-6633-442d-8337-f5a002666196,GO420aMtHfk,Kaggle Project From Scratch - Part 3 (Advanced Graphs & Gender Imbalance Analysis),308,2021-01-16,2025-11-11 05:42:31.833588 UTC,,true,bronze
27d322e3-b5cc-4926-9d0f-a4ca1409998b,XGBigjVy2Eo,The Secret Data Scientists Don't Want You to Know,136,2020-03-16,2025-11-11 05:42:31.833588 UTC,,true,bronze
141b84c2-f6db-40d9-abe7-c16d466b50f5,irjTWNV0eAY,How to Simulate NBA Games in Python,164,2018-11-19,2025-11-11 05:42:31.833588 UTC,,true,bronze
52749d33-caf7-47b8-a572-801778105ceb,Uf0dO-pgOrk,Dealing with Doubt in Data Science (My Impostor Syndrome Story),170,2020-10-16,2025-11-11 05:42:31.833588 UTC,,true,bronze
af9bca64-738d-4e16-b26d-e4fca0cbc3c4,6aaIbd-GpZs,Should You Major in Data Science? (Jaemin Lee) - KNN EP. 04,213,2020-07-08,2025-11-11 05:42:31.833588 UTC,,true,bronze
85ff00b2-350a-45b9-b652-c5fa32add7be,zGlJ-QndG8E,How to Get a Data Science Job at FAANG (@Data Science Jay) - KNN EP. 03,230,2020-06-26,2025-11-11 05:42:31.833588 UTC,,true,bronze
4adf8ca6-e698-41b6-80b6-42a1c7374801,1FrY7ARSf10,9 Ways You Can Make Extra Income as a Data Scientist,238,2019-11-18,2025-11-11 05:42:31.833588 UTC,,true,bronze
f29178f8-434d-4f3b-a48d-e7a63c9ce0ab,q6Lf2yhvluw,Reviewing Your Data Science Projects - Episode 17 (Best Portfolio Website Yet?),242,2020-08-24,2025-11-11 05:42:31.833588 UTC,,true,bronze
3422d742-7087-4cab-b86a-7a1078ca4ecd,sq5TnVJWv6A,Where YOU Should Start With Data Science Projects,107,2019-02-19,2025-11-11 05:42:31.833588 UTC,,true,bronze
61e794c7-f9b5-41a8-9091-879daaad3c31,3ysXGYjvbSU,Why is Balance Important in Data Science?,124,2019-10-16,2025-11-11 05:42:31.833588 UTC,,true,bronze
52cb9949-a5be-4f18-b591-86cd2de9bae2,ZWdyBbgGZBQ,Sports Analytics 101: The Pythagorean Theorem of Sports,182,2019-11-22,2025-11-11 05:42:31.833588 UTC,,true,bronze
16d08c5f-7e3c-49b0-9d5d-bd02237b8054,scSc6YSanQ0,How Statistics Saved the US SERIOUS $$$$ During WW2 #Shorts,43,2021-12-10,2025-11-11 05:42:31.833588 UTC,,true,bronze
cbd847d7-56db-42a3-bdd0-8adf5a896436,Fs_LG5Y8GIU,Can You Learn Data Science Without a Computer?,100,2020-03-11,2025-11-11 05:42:31.833588 UTC,,true,bronze
ce8de944-9566-4d0f-b448-bcb0131aba17,EMq4PH7PCeA,How to Go From Data Analyst to Data Scientist,135,2021-04-02,2025-11-11 05:42:31.833588 UTC,,true,bronze
de1df5f6-407f-4e78-8ffe-7b5f3bfd70e5,UpaEjBOMNqs,5 Proven Strategies to Break into a Data Science Job,138,2020-10-02,2025-11-11 05:42:31.833588 UTC,,true,bronze
80523f19-c503-4471-bb31-8e8e4ea34085,BlSrorP32WM,Why I Have 2 Offices for Data Science & Content Creation,179,2021-03-26,2025-11-11 05:42:31.833588 UTC,,true,bronze
60fb9f7c-197c-4827-90b6-232b8f700f4a,DM1eE_Coh6g,Avoid These Data Science Resume Mistakes!,202,2020-02-10,2025-11-11 05:42:31.833588 UTC,,true,bronze
c2f90b5a-cacb-4fd9-a361-c40ddff17bf0,lsXWVPzwZPk,Critiquing MY OWN Data Science Resume,204,2020-07-06,2025-11-11 05:42:31.833588 UTC,,true,bronze
d6065950-4da6-48dc-95c2-c098d108a041,S4Lei5mOppc,How I Learned to Learn.,317,2021-07-31,2025-11-11 05:42:31.833588 UTC,,true,bronze
fdd0915a-7ae6-434b-b266-614e68553fe2,zSwM5uVeylU,Math Needed for Mastering Data Science,143,2019-12-09,2025-11-11 05:42:31.833588 UTC,,true,bronze
1c43a7f5-7df0-45a5-8145-e44e45cffaee,n6MiRgxN5iA,Why EVERYONE Should Start a Podcast (Including YOU),157,2021-11-05,2025-11-11 05:42:31.833588 UTC,,true,bronze
55851097-74d2-4032-a74e-df7063071762,_rbrdNTpZGo,Building a Deep Learning BEAST (NVIDIA TITAN RTX + RYZEN 3900X),160,2020-07-24,2025-11-11 05:42:31.833588 UTC,,true,bronze
dcf87ce8-ee58-44ab-b38e-3a71b358d16f,UuR3nomI5AE,Reviewing Your Data Science Projects - Episode 14 [Deep Learning Focus],230,2020-08-03,2025-11-11 05:42:31.833588 UTC,,true,bronze
f101b4d0-5210-4968-a825-9e912a3c9a31,3cDM9Z-fdz4,Golf STATS: Strokes Gained Explained,309,2019-06-07,2025-11-11 05:42:31.833588 UTC,,true,bronze
6911282e-4cec-4b63-8b67-4a8afb7f2cc4,hO_YKK_0Qck,Uber Driver to Machine Learning Engineer in 9 Months! (@Daniel Bourke) - KNN EP. 05,621,2020-07-16,2025-11-11 05:42:31.833588 UTC,,true,bronze
33bc4f60-ba1a-493b-8bf8-03e304bd2146,RRXWJVX0fE8,6 Habits of Successful Data Scientists,139,2019-09-13,2025-11-11 05:42:31.833588 UTC,,true,bronze
b4f5d3e0-a520-40d4-909b-eaf217a3d1f9,T77uVbLhroQ,How I Got My First Data Science Internship (And How You Can Land One),248,2019-06-21,2025-11-11 05:42:31.833588 UTC,,true,bronze
362178f8-27ab-43a4-a248-8b5a18ef97b2,I3FBJdiExcg,Beginner Kaggle Data Science Project Walk-Through (Titanic),364,2020-07-17,2025-11-11 05:42:31.833588 UTC,,true,bronze
b78b4dbc-1bf0-4d13-b3d6-43fa50baea08,VvnOXDCVm8k,Project Presentation - Expectations vs. Reality (funny) #shorts,45,2021-08-07,2025-11-11 05:42:31.833588 UTC,,true,bronze
62adacc4-ed8e-4718-bcd6-a74945c2d13f,pPfw2fzwNiM,MARCH MADNESS - Will My Machine Learning Model Beat Your Bracket?,142,2021-03-19,2025-11-11 05:42:31.833588 UTC,,true,bronze
fc7e80e7-a5f0-4e36-92f6-18cf18c41b74,xpIFS6jZbe8,How I Would Learn Data Science in 2022 (If I Had to Start Over),269,2021-12-27,2025-11-11 05:42:31.833588 UTC,,true,bronze
0c7eca4c-9ba3-4b58-86d9-f13e1121d913,KMOA5arCi8g,What I Learned From My Three Degrees,301,2019-05-17,2025-11-11 05:42:31.833588 UTC,,true,bronze
32d21d76-4dfb-49e7-ac15-f0834f56c29a,tnpV1etgcxs,The PODCAST you might have asked for?,51,2020-10-19,2025-11-11 05:42:31.833588 UTC,,true,bronze
d4b6f909-caa0-4bc1-9594-0fc4c9ec6373,YbTMIxjk4hI,The YouTube Algorithm EXPLAINED! (Tips from a Data Scientist),212,2020-08-14,2025-11-11 05:42:31.833588 UTC,,true,bronze
fae786a8-349e-4c19-bbbe-1645eceb8d68,35g8fCi-kbw,7 Incredible Books That Transformed My Health and My Life,214,2021-11-12,2025-11-11 05:42:31.833588 UTC,,true,bronze
a5c64109-aa4a-4623-8fed-096bf72cce8f,41Clrh6nv1s,How I Would Learn Data Science in 2021 (What Has Changed?),225,2020-12-19,2025-11-11 05:42:31.833588 UTC,,true,bronze
3653e515-55f5-419d-9d73-063c1f90095a,SsGKZe4dVyk,How a Subscriber Landed a Data Analyst Job in Less Than a Year (Ray Ojel) - KNN EP. 09,405,2020-08-19,2025-11-11 05:42:31.833588 UTC,,true,bronze
0648ea69-01ca-481e-a366-d94d787652a6,4039x4r-hGE,6 Lessons from #66DaysOfData,157,2020-11-13,2025-11-11 05:42:31.833588 UTC,,true,bronze
10d47349-6ba9-4969-ab0b-23508638e2c4,2KkrtG5IsHo,Reviewing Your Data Science Projects - Episode 11(GITHUB CLEANING),178,2020-07-13,2025-11-11 05:42:31.833588 UTC,,true,bronze
9cc20d11-ba42-47bc-a72e-67dc1272cbe7,vQGJvmhpq_s,The Plagiarism Problem in Data Science,189,2020-08-07,2025-11-11 05:42:31.833588 UTC,,true,bronze
031bcc3e-6a86-42e1-9cb6-f43af43620d5,742LQ38OioU,"Data Science Productivity, Motivation, and Organization (ft. Data Professor & Codebasics)",296,2020-07-01,2025-11-11 05:42:31.833588 UTC,,true,bronze
d442138a-7dcc-4fa3-bd0e-6c2833cf5b49,zF_Q2v_9zKY,Scrape Twitter Data in Python with Twitterscraper Module,135,2019-04-18,2025-11-11 05:42:31.833588 UTC,,true,bronze
828616f0-4057-43e7-9bd5-1d85c9e2b11e,a3VWq9smqhM,How to ULTRALEARN Data Science,188,2020-03-27,2025-11-11 05:42:31.833588 UTC,,true,bronze
b16f0a40-5dd4-4bf1-9266-4c97052b179f,C4OPn58BLaU,How to Set Up Your Data Science Environment (Anaconda Beginner),213,2020-02-21,2025-11-11 05:42:31.833588 UTC,,true,bronze
df60d7f4-4ae0-45c6-9753-da268eb1f191,ei1m5lDQyBg,Data Science in Sports - Talk for Northwestern (Kellogg) MBA Students,365,2020-04-22,2025-11-11 05:42:31.833588 UTC,,true,bronze
d861ae23-1b4a-4e97-af38-377a2aa918c0,UcilY6HDuL8,10000 Subscriber and 100th Video Special (Data Science),41,2020-05-13,2025-11-11 05:42:31.833588 UTC,,true,bronze
3b273178-dbe2-4741-b5ce-1d08b235c65d,3bes4U4MHPg,How to Integrate Data Science into Your Business,149,2020-03-02,2025-11-11 05:42:31.833588 UTC,,true,bronze
9b897a0a-9b09-45fc-b992-ef0abd46012b,XjC3FPL-S78,Why You're Struggling to Learn Data Science,173,2020-06-12,2025-11-11 05:42:31.833588 UTC,,true,bronze
e16ab03f-528f-4d15-9183-392ea66614e9,vwvdtXMcNzI,Why Is Data Engineering So HOT Right Now?,184,2021-11-26,2025-11-11 05:42:31.833588 UTC,,true,bronze
6ea99cf3-1440-4e67-ac3a-b4ce3e5e3d37,qUK5Vk4NvBw,#66DaysOfData Round 3 Live Event! (feat. @StatQuest with Josh Starmer),292,2021-10-12,2025-11-11 05:42:31.833588 UTC,,true,bronze
1a4b9f03-586c-40b3-9906-b771c0660ed5,dlZWB2D-NaQ,The 4 Types of Sports Analytics Projects,173,2020-02-03,2025-11-11 05:42:31.833588 UTC,,true,bronze
441cc9cb-607e-451e-9105-b8d3da68b798,rEWPqw6rMGI,The Only Data Science Explanation You Need,280,2022-01-10,2025-11-11 05:42:31.833588 UTC,,true,bronze
bed3045f-73cd-41ad-b9ee-4bd558b3d251,fU3DOXjwufg,What is the Future of my Comment Leaderboard Project?,103,2021-02-26,2025-11-11 05:42:31.833588 UTC,,true,bronze
fdec9133-7006-477a-91f1-3f4c60778631,_0rHU6qAQe0,git for Data Science Made Simple... (Hopefully),149,2020-10-23,2025-11-11 05:42:31.833588 UTC,,true,bronze
3725e334-2b54-4d31-a8e4-d38cda404ff3,k-gin1qfzi0,How To Build A Word Cloud From Scraped Data (Python),155,2019-09-04,2025-11-11 05:42:31.833588 UTC,,true,bronze
f2a053ff-b22d-4a79-8b63-7fdb5aa285f0,yukdXV9LR48,The Projects You Should Do To Get A Data Science Job,195,2019-07-30,2025-11-11 05:42:31.833588 UTC,,true,bronze
c2e1259a-a375-4468-a278-3d1cc46f725f,Xgg7dIKys9E,Interview with the Director of AI Research @ NVIDIA (Anima Anandkumar) - KNN EP. 07,277,2020-08-05,2025-11-11 05:42:31.833588 UTC,,true,bronze
655fc897-9e3a-497e-9a57-701eb355edca,Q9FjwzKFPuM,Data Science Certificate vs Bootcamp vs Masters Degree,353,2020-01-18,2025-11-11 05:42:31.833588 UTC,,true,bronze
01958af6-b500-47c6-93bd-2eb360919eac,iiSZqsQKNX8,#66DaysOfData - What is it? #shorts,32,2021-06-11,2025-11-11 05:42:31.833588 UTC,,true,bronze
220e8435-d598-439f-a7fc-71975b6766fc,Zz_Mx1UPswI,Thank You For The Support | What's Next | Ken Jee | Data Science,44,2019-08-26,2025-11-11 05:42:31.833588 UTC,,true,bronze
59675f17-ea9d-4cf8-9ba8-961447baf737,4CpmB4TR2C4,Work From Home Data Scientist: Day in the Life,154,2019-04-12,2025-11-11 05:42:31.833588 UTC,,true,bronze
55787b87-6654-48d6-8aa3-faeaa6e805b5,KHAuuOQui2U,What You Need to Know for a Data Science Internship,166,2020-05-01,2025-11-11 05:42:31.833588 UTC,,true,bronze
5f482f2c-d1b0-4664-829a-e50b865be1d2,iqG59TqfFdY,5 Data Science Resolutions for 2020,132,2019-12-27,2025-11-11 05:42:31.833588 UTC,,true,bronze
82d6c7d3-0fb3-47ec-bcee-62408633efdb,ITAxTid_1YU,My Daily Battle With Time - Will I Win? [Vlog],171,2021-03-08,2025-11-11 05:42:31.833588 UTC,,true,bronze
dac2f962-cda0-484e-a1fb-ffe4d2a68bc3,sCOX5yShmFA,The Best Way to Predict NBA Minutes Played,194,2018-12-11,2025-11-11 05:42:31.833588 UTC,,true,bronze
0dee8249-72c5-4de8-9cec-fe9ed88a253d,9D7GzskcyUk,5 Tips for Crushing the Work From Home Life,119,2020-04-20,2025-11-11 05:42:31.833588 UTC,,true,bronze
9a905734-3e9b-4984-aca8-27f25b1200c8,a-Syoa9mPhM,Take Your Data Science Projects From Good to Great,187,2019-08-05,2025-11-11 05:42:31.833588 UTC,,true,bronze
bbe1b1d6-41a2-4646-919e-34ef1ed2cdd4,XoUyK3XHZHs,Watch This Before Applying to Data Science Jobs,230,2019-02-04,2025-11-11 05:42:31.833588 UTC,,true,bronze
0978ac9d-4c7e-44ec-bb14-c0d5f0ace7f4,TjGFBQC27ng,Business Skills for Data Science: What are they REALLY?,232,2021-10-18,2025-11-11 05:42:31.833588 UTC,,true,bronze
d0aaac9a-503a-40a8-9b35-780c701b228f,vfV4nm004VQ,How She Dominated the FAANG Data Science Interview  (@Tina Huang ) - KNN EP. 11,343,2020-09-02,2025-11-11 05:42:31.833588 UTC,,true,bronze
a9b82b3e-dee6-42e9-a072-90fdf3fec617,4OZip0cgOho,santhkumar_demo_v22,,,2025-11-11 05:47:16.1369 UTC,2025-11-11 05:48:29.198607 UTC,false,
bff71a62-5e7f-4284-a9dc-b0c07ea8b7e0,4OZip0cgOho,How I Would Learn Data Science (If I Had to Start Over),,,2025-11-11 05:48:31.111132 UTC,2025-11-11 05:48:35.796193 UTC,false,
7225783c-3505-4716-875e-5aba2d167acb,4OZip0cgOho,santhkumar_demo_v22,,,2025-11-11 05:48:37.78375 UTC,,true,
